,ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,D-Metaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
2634,wilson,prosper,0.142857143,0.142857143,0.373015873,0.373015873,0.285714286,0.373015873,0.373015873,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.142857143,0.166666667,0.153846154,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0.25,0.24242425,0.433333349,0.251515166,0.451111126,0.47619049,0.541666687,0.490476217,0.563888907,0.214285714,0,0,0,6,7,2,2,2,2,4,5,-1,0,-1,0
2635,irvine,prudence,0.375,0.375,0.513888889,0.513888889,0.375,0.513888889,0.513888889,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.375,0.5,0.428571429,0.375,0.5,0.428571429,0,0,0,0.111111111,0.142857143,0.125,0,0,0,0.1,0.125,0.111111111,0.428571429,0.5,0.375,0,0,0,0,0,0,0.428571429,0.5,0.375,0.125,0.142857143,0.111111111,0.111111111,0.125,0.1,0.146341463,0.193548387,0.166666667,0.032258065,0.047619048,0.038461538,0.5,0,0,0.25,0.5,0,0.433333343,0.55555557,0.443333352,0.566666681,0.619047633,0.694444463,0.633333359,0.708333351,0.4375,0,0,0,6,8,1,1,3,3,3,5,-2,0,-2,0
2636,theresia,prudent,0.125,0.125,0.345238095,0.345238095,0.375,0.345238095,0.345238095,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.175,0.2,0.186666667,0.375,0.428571429,0.4,0.375,0.428571429,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0.285714286,0.25,0,0,0,0,0,0,0.266666667,0.285714286,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0,0.277777786,0.444444461,0.375757597,0.562222242,0.518518534,0.544444466,0.537037068,0.571111131,0.25,0,0,0,8,7,3,2,4,2,4,5,1,2,-1,1
2637,mary,riley,0.2,0.2,0.483333333,0.483333333,0.4,0.483333333,0.483333333,0.222222222,0.222222222,0.25,0.25,0.2,0.2,0.2,0.25,0.222222222,0.4,0.5,0.444444444,0.4,0.5,0.444444444,0,0,0,0.166666667,0.2,0.181818182,0,0,0,0.142857143,0.166666667,0.153846154,0.444444444,0.5,0.4,0,0,0,0,0,0,0.444444444,0.5,0.4,0.181818182,0.2,0.166666667,0.153846154,0.166666667,0.142857143,0.076923077,0.095238095,0.085106383,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.291666672,0.458333343,0.300000012,0.469444454,0.600000012,0.703703721,0.613333356,0.718518535,0.4,0,0,0,4,5,2,2,1,2,3,3,-1,-1,0,0
2638,margeret,ruliff,0.125,0.125,0.430555556,0.430555556,0.125,0.430555556,0.430555556,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.125,0.166666667,0.142857143,0.125,0.166666667,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0.153846158,0.247863256,0.158974368,0.258119666,0.444444458,0.600000024,0.455555578,0.617777801,0.3125,0,0,0,8,6,3,2,3,2,5,4,2,1,1,1
2639,sarah,rachael,0.285714286,0.285714286,0.623809524,0.623809524,0.571428571,0.623809524,0.623809524,0.333333333,0.333333333,0.4,0.4,0.285714286,0.285714286,0.285714286,0.4,0.333333333,0.571428571,0.8,0.666666667,0.571428571,0.8,0.666666667,0.166666667,0.25,0.2,0.125,0.166666667,0.142857143,0,0,0,0,0,0,0.666666667,0.8,0.571428571,0.2,0.25,0.166666667,0,0,0,0.666666667,0.8,0.571428571,0.142857143,0.166666667,0.125,0,0,0,0.25,0.346153846,0.290322581,0.230769231,0.375,0.285714286,0.25,0.25,0.25,0.25,0,0.25,0.541666679,0.530864212,0.422222243,0.553086433,0.722222239,0.714285731,0.74444448,0.736507952,0.357142857,0,0,0,5,7,2,2,2,3,3,4,-2,-1,-1,0
2640,irvine,rachel,0.166666667,0.166666667,0.555555556,0.555555556,0.333333333,0.555555556,0.555555556,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.064516129,0.064516129,0.064516129,0,0,0,0,0.25,0.25,0.25,0.25,0,0.266666675,0.377777791,0.276666683,0.393333346,0.47619049,0.569444463,0.490476217,0.586111128,0.166666667,0,0,0,6,6,1,2,3,2,3,4,0,1,-1,-1
2641,sinan,rhaetrel,0,0,0.441666667,0.441666667,0.125,0.441666667,0.441666667,0.153846154,0.153846154,0.2,0.2,0.125,0.125,0.125,0.2,0.153846154,0.125,0.2,0.153846154,0.125,0.2,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.2,0.125,0,0,0,0,0,0,0.153846154,0.2,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.24242425,0.343434355,0.248484861,0.355555567,0.444444458,0.539682559,0.455555578,0.558730177,0.1875,0,0,0,5,8,2,2,2,3,3,5,-3,-1,-2,0
2642,matile,rachael,0.285714286,0.285714286,0.531746032,0.531746032,0.428571429,0.531746032,0.531746032,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.428571429,0.5,0.461538462,0.428571429,0.5,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0.5,0.428571429,0,0,0,0,0,0,0.461538462,0.5,0.428571429,0,0,0,0,0,0,0.138888889,0.161290323,0.149253731,0.038461538,0.047619048,0.042553191,0.5,0.5,0.5,0.5,0.333333333,0.5,0.333333343,0.383838393,0.346666688,0.493333346,0.571428588,0.666666687,0.590476223,0.68611113,0.285714286,0,0,0,6,7,1,2,3,3,3,4,-1,0,-1,-1
2643,elodie,rachal,0,0,0,0,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.233333333,0.233333333,0.233333333,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.25,0.181818187,0.222222229,0.187878798,0.229629636,0.380952392,0.472222239,0.39047621,0.488888904,0.083333333,0,0,0,6,6,1,2,4,2,2,4,0,2,-2,-1
2644,margeret,rachel,0.25,0.25,0.513888889,0.513888889,0.375,0.513888889,0.513888889,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.375,0.5,0.428571429,0.375,0.5,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0.5,0.375,0,0,0,0,0,0,0.428571429,0.5,0.375,0,0,0,0,0,0,0.12195122,0.161290323,0.138888889,0.032258065,0.047619048,0.038461538,0,0.5,0.25,0.25,0.25,0,0.400000012,0.533333349,0.413333356,0.551111126,0.666666687,0.644444466,0.688888927,0.671111131,0.3125,0,0,0,8,6,3,2,3,2,5,4,2,1,1,1
2645,jessie,rachele,0.142857143,0.142857143,0.436507937,0.436507937,0.285714286,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.142857143,0.166666667,0.153846154,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0.125,0.142857143,0.133333333,0,0,0,0.111111111,0.125,0.117647059,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0.133333333,0.142857143,0.125,0.117647059,0.125,0.111111111,0.055555556,0.064516129,0.059701493,0,0,0,0.5,0.5,0.25,0.25,0,0.5,0.366666675,0.477777791,0.373333347,0.491111124,0.523809535,0.597222239,0.533333353,0.613888904,0.357142857,0,0,0,6,7,1,1,3,3,3,4,-1,0,-1,0
2646,aumere,rachell,0.285714286,0.285714286,0.53968254,0.53968254,0.428571429,0.53968254,0.53968254,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.428571429,0.5,0.461538462,0.428571429,0.5,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.083333333,0.096774194,0.089552239,0.038461538,0.047619048,0.042553191,0.25,0.25,0.25,0.25,0,0.25,0.333333343,0.433333349,0.346666688,0.567901254,0.571428588,0.611111134,0.595238132,0.63888891,0.357142857,0,0,0,6,7,1,2,4,2,2,5,-1,2,-3,-1
2647,loisa,rachial,0.142857143,0.142857143,0.561904762,0.561904762,0.428571429,0.561904762,0.561904762,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.142857143,0.2,0.166666667,0.428571429,0.6,0.5,0.428571429,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.4,0.285714286,0,0,0,0,0,0,0.333333333,0.4,0.285714286,0,0,0,0,0,0,0.083333333,0.115384615,0.096774194,0.038461538,0.0625,0.047619048,0.5,0.5,0.25,0.25,0,0.5,0.500000015,0.377777791,0.516666695,0.50370372,0.666666687,0.619047642,0.688888927,0.647619069,0.357142857,0,0,0,5,7,2,2,3,3,2,4,-2,0,-2,0
2648,theopile,reachel,0.125,0.25,0.523809524,0.523809524,0.5,0.523809524,0.523809524,0.266666667,0.266666667,0.285714286,0.285714286,0.25,0.25,0.25,0.285714286,0.266666667,0.5,0.571428571,0.533333333,0.5,0.571428571,0.533333333,0.142857143,0.166666667,0.153846154,0.111111111,0.125,0.117647059,0,0,0,0,0,0,0.4,0.428571429,0.375,0,0,0,0,0,0,0.4,0.428571429,0.375,0,0,0,0,0,0,0.12195122,0.138888889,0.12987013,0.064516129,0.076923077,0.070175439,0.5,0.5,0.5,0.5,0.333333333,0.5,0.393939403,0.416666677,0.406060625,0.435185194,0.555555569,0.611111128,0.570370396,0.633333349,0.25,0,0,0,8,7,1,2,4,3,4,4,1,1,0,-1
2649,genevieve,rachel,0.111111111,0.111111111,0.425925926,0.425925926,0.111111111,0.425925926,0.425925926,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.111111111,0.166666667,0.133333333,0.111111111,0.166666667,0.133333333,0.111111111,0.166666667,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0.043478261,0.064516129,0.051948052,0,0,0,0,0.25,0,0.5,0,0,0.222222229,0.290598301,0.227777789,0.238095245,0.600000018,0.59595962,0.616666698,0.618181841,0.166666667,0,0,0,9,6,1,2,5,2,4,4,3,3,0,-1
2650,loisa,ralph,0,0,0,0,0.4,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.25,0.333333333,0.5,0.333333343,0.472222239,0.345833354,0.372839517,0.444444458,0.539682559,0.461111138,0.558730177,0.2,0,0,0,5,5,2,1,3,1,2,4,0,2,-2,1
2651,thelesphore,john,0.090909091,0.090909091,0.446969697,0.446969697,0.181818182,0.446969697,0.446969697,0.133333333,0.133333333,0.25,0.25,0.090909091,0.090909091,0.090909091,0.25,0.133333333,0.181818182,0.5,0.266666667,0.181818182,0.5,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.25,0.090909091,0,0,0,0,0,0,0.133333333,0.25,0.090909091,0,0,0,0,0,0,0.035714286,0.095238095,0.051948052,0,0,0,0,0,0,0.25,0,0,0.277777786,0.290598301,0.212820525,0.304273514,0.3888889,0.46153848,0.400000021,0.478632496,0.227272727,0,0,0,11,4,1,1,4,1,7,3,7,3,4,0
2652,natalie,ralph,0.285714286,0.285714286,0.561904762,0.561904762,0.285714286,0.561904762,0.561904762,0.333333333,0.333333333,0.4,0.4,0.285714286,0.285714286,0.285714286,0.4,0.333333333,0.285714286,0.4,0.333333333,0.285714286,0.4,0.333333333,0.166666667,0.25,0.2,0.125,0.166666667,0.142857143,0,0,0,0,0,0,0.333333333,0.4,0.285714286,0.2,0.25,0.166666667,0,0,0,0.333333333,0.4,0.285714286,0.142857143,0.166666667,0.125,0,0,0,0.138888889,0.192307692,0.161290323,0.076923077,0.125,0.095238095,0.25,0.25,0.25,0.25,0,0.25,0.407407416,0.555555569,0.41481483,0.572839518,0.625000015,0.679012365,0.637500025,0.701234586,0.285714286,0,0,0,7,5,1,1,4,1,3,4,2,3,-1,0
2653,solomon,randle,0,0,0.436507937,0.436507937,0.285714286,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0.333333343,0.543209897,0.343333352,0.558024711,0.416666679,0.543209897,0.42916669,0.558024711,0.142857143,0,0,0,7,6,3,1,3,2,4,4,1,1,0,2
2654,katherine,ransom,0.111111111,0.111111111,0.425925926,0.425925926,0.333333333,0.425925926,0.425925926,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.266666667,0.4,0.32,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0.086956522,0.129032258,0.103896104,0.055555556,0.095238095,0.070175439,0.25,0.25,0.25,0.25,0,0.25,0.277777786,0.324786333,0.288888906,0.338461546,0.533333349,0.585858605,0.546666694,0.60202022,0.277777778,0,0,0,9,6,1,2,4,2,5,4,3,2,1,-1
2655,elisabeth,rosmar,0.111111111,0.111111111,0.518518519,0.518518519,0.222222222,0.518518519,0.518518519,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.2,0.3,0.24,0.222222222,0.333333333,0.266666667,0.222222222,0.333333333,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0.333333333,0.222222222,0,0,0,0,0,0,0.266666667,0.333333333,0.222222222,0,0,0,0,0,0,0.02173913,0.032258065,0.025974026,0.027777778,0.047619048,0.035087719,0,0,0,0.25,0,0,0.277777786,0.361111124,0.286111126,0.375925938,0.333333343,0.444444461,0.343333352,0.460606077,0.277777778,0,0,0,9,6,4,2,4,2,5,4,3,2,1,2
2656,victoria,rachel,0.125,0.125,0.430555556,0.430555556,0.375,0.430555556,0.430555556,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.375,0.5,0.428571429,0.375,0.5,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0.048780488,0.064516129,0.055555556,0.032258065,0.047619048,0.038461538,0.25,0.25,0.25,0.5,0,0.25,0.303030312,0.393939408,0.233333349,0.410101024,0.518518534,0.600000024,0.533333361,0.617777801,0.375,0,0,0,8,6,3,2,4,2,4,4,2,2,0,1
2657,jesse,real,0.2,0.2,0.483333333,0.483333333,0.2,0.483333333,0.483333333,0.222222222,0.222222222,0.25,0.25,0.2,0.2,0.2,0.25,0.222222222,0.2,0.25,0.222222222,0.2,0.25,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.25,0.2,0,0,0,0,0,0,0.222222222,0.25,0.2,0,0,0,0,0,0,0.076923077,0.095238095,0.085106383,0,0,0,0.5,0.5,0.5,0.333333333,0,0.5,0.250000007,0.430555567,0.258333348,0.587301603,0.555555572,0.650793672,0.572222253,0.666666687,0.4,0,0,0,5,4,1,1,2,2,3,2,1,0,1,0
2658,robert,rebecca,0.428571429,0.428571429,0.531746032,0.578571429,0.428571429,0.578571429,0.578571429,0.307692308,0.307692308,0.333333333,0.333333333,0.285714286,0.285714286,0.485714286,0.566666667,0.523076923,0.428571429,0.5,0.461538462,0.428571429,0.5,0.461538462,0.166666667,0.2,0.181818182,0.25,0.285714286,0.266666667,0,0,0,0.111111111,0.125,0.117647059,0.461538462,0.5,0.428571429,0.181818182,0.2,0.166666667,0,0,0,0.461538462,0.5,0.428571429,0.266666667,0.285714286,0.25,0.117647059,0.125,0.111111111,0.222222222,0.258064516,0.23880597,0.192307692,0.238095238,0.212765957,0.5,0.75,0.75,1,0.5,0.25,0.518518527,0.66666668,0.525925941,0.683950629,0.761904776,0.750000015,0.776190502,0.775000013,0.642857143,0.325581395,0.333333333,0.318181818,6,7,2,3,2,3,4,4,-1,-1,0,-1
2659,emond,rebeca,0.166666667,0.166666667,0.455555556,0.455555556,0.166666667,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.032258065,0.038461538,0.035087719,0,0,0,0,0.25,0,0,0,0,0.200000006,0.322222233,0.206666678,0.335555565,0.333333343,0.460317475,0.344444464,0.479365093,0.25,0,0,0,5,6,2,3,2,3,3,3,-1,-1,0,-1
2660,eleanor,rebecca,0.142857143,0.142857143,0.523809524,0.523809524,0.571428571,0.523809524,0.523809524,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.2,0.2,0.2,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0.138888889,0.138888889,0.138888889,0.115384615,0.115384615,0.115384615,0,0,0.25,0,0,0,0.400000012,0.511111128,0.416666692,0.428282841,0.583333351,0.629629652,0.604166701,0.651851873,0.285714286,0,0,0,7,7,3,3,4,3,3,4,0,1,-1,0
2661,malise,recka,0,0,0,0,0.333333333,0,0,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.333333333,0.4,0.363636364,0.333333333,0.4,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.416666679,0.322222233,0.42916669,0.331111121,0.47619049,0.541666687,0.490476217,0.558333352,0.166666667,0,0,0,6,5,1,2,3,2,3,3,1,1,0,-1
2662,philip,rebbecca,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.2,0.171428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.25,0.095238098,0.190476196,0.097619052,0.196825402,0.190476196,0.333333343,0.195238105,0.344444454,0.25,0,0,0,6,8,2,3,2,3,4,5,-2,-1,-1,-1
2663,telesphore,rebeca,0.2,0.2,0.511111111,0.511111111,0.3,0.511111111,0.511111111,0.25,0.25,0.333333333,0.333333333,0.2,0.2,0.2,0.333333333,0.25,0.3,0.5,0.375,0.3,0.5,0.375,0.111111111,0.2,0.142857143,0.090909091,0.142857143,0.111111111,0,0,0,0,0,0,0.25,0.333333333,0.2,0,0,0,0,0,0,0.25,0.333333333,0.2,0,0,0,0,0,0,0.117647059,0.193548387,0.146341463,0.097560976,0.19047619,0.129032258,0.25,0.25,0,0.5,0,0,0.282051288,0.384615394,0.289743602,0.398290607,0.515151528,0.57407409,0.52727275,0.588888903,0.35,0,0,0,10,6,1,3,4,3,6,3,4,1,3,-2
2664,sephida,rebecca,0.285714286,0.285714286,0.523809524,0.523809524,0.285714286,0.523809524,0.523809524,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.2,0.2,0.2,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0,0,0,0.125,0.125,0.125,0,0,0,0.111111111,0.111111111,0.111111111,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0.125,0.125,0.125,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0,0,0,0.5,0.5,0.25,0.5,0,0.25,0.333333341,0.454545465,0.339393952,0.464646475,0.458333343,0.555555569,0.466666684,0.567901247,0.357142857,0,0,0,7,7,3,3,3,3,4,4,0,0,0,0
2665,elisabeth,rebecca,0.111111111,0.111111111,0.546957672,0.546957672,0.444444444,0.546957672,0.546957672,0.25,0.25,0.285714286,0.285714286,0.222222222,0.222222222,0.266666667,0.342857143,0.3,0.444444444,0.571428571,0.5,0.444444444,0.571428571,0.5,0.125,0.166666667,0.142857143,0.1,0.125,0.111111111,0,0,0,0,0,0,0.25,0.285714286,0.222222222,0,0,0,0,0,0,0.25,0.285714286,0.222222222,0,0,0,0,0,0,0.065217391,0.083333333,0.073170732,0.055555556,0.076923077,0.064516129,0.25,0.25,0,0,0,0,0.361111119,0.444444458,0.37222224,0.551515167,0.500000012,0.585858605,0.513333356,0.606060624,0.333333333,0,0,0,9,7,4,3,4,3,5,4,2,1,1,1
2666,henry,rebecca,0.142857143,0.142857143,0.447619048,0.447619048,0.285714286,0.447619048,0.447619048,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.142857143,0.2,0.166666667,0.285714286,0.4,0.333333333,0.285714286,0.4,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0.055555556,0.076923077,0.064516129,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.370370381,0.400000012,0.381481502,0.415555567,0.666666687,0.650793672,0.683333367,0.673015893,0.357142857,0,0,0,5,7,2,3,1,3,4,4,-2,-2,0,-1
2667,susanne,revenie,0.285714286,0.285714286,0.523809524,0.523809524,0.285714286,0.523809524,0.523809524,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.2,0.2,0.2,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0,0,0,0.125,0.125,0.125,0,0,0,0.111111111,0.111111111,0.111111111,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0.125,0.125,0.125,0.111111111,0.111111111,0.111111111,0.138888889,0.138888889,0.138888889,0.076923077,0.076923077,0.076923077,0.5,0.5,0.5,0.5,0.333333333,0.5,0.333333341,0.454545465,0.339393952,0.464646475,0.458333343,0.555555569,0.470833354,0.567901247,0.428571429,0,0,0,7,7,1,1,3,4,4,3,0,-1,1,0
2668,sephida,reka,0.285714286,0.285714286,0.464285714,0.464285714,0.285714286,0.464285714,0.464285714,0.181818182,0.181818182,0.25,0.25,0.142857143,0.142857143,0.142857143,0.25,0.181818182,0.285714286,0.5,0.363636364,0.285714286,0.5,0.363636364,0,0,0,0.125,0.2,0.153846154,0,0,0,0.111111111,0.166666667,0.133333333,0.181818182,0.25,0.142857143,0,0,0,0,0,0,0.181818182,0.25,0.142857143,0,0,0,0,0,0,0.111111111,0.19047619,0.140350877,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.458333343,0.493827171,0.466666684,0.506172849,0.458333343,0.555555569,0.466666684,0.567901247,0.357142857,0,0,0,7,4,3,2,3,2,4,2,3,1,2,1
2669,v,fredericka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0.121212125,0.17592593,0.12424243,0.183333337,0.666666687,0.703703721,0.683333367,0.733333349,0.05,0,0,0,1,10,1,4,0,4,1,6,-9,-4,-5,-3
2670,rodolphus,redford,0.222222222,0.222222222,0.476190476,0.528571429,0.333333333,0.528571429,0.528571429,0.125,0.125,0.142857143,0.142857143,0.111111111,0.111111111,0.288888889,0.371428571,0.325,0.333333333,0.428571429,0.375,0.333333333,0.428571429,0.375,0,0,0,0.1,0.125,0.111111111,0,0,0,0.090909091,0.111111111,0.1,0.375,0.428571429,0.333333333,0,0,0,0,0,0,0.375,0.428571429,0.333333333,0.111111111,0.125,0.1,0.1,0.111111111,0.090909091,0.152173913,0.194444444,0.170731707,0.111111111,0.153846154,0.129032258,0.5,1,0.5,0.75,0.5,0.5,0.361111119,0.462962975,0.221428582,0.475925937,0.433333343,0.505050518,0.446666688,0.523232335,0.388888889,0.039215686,0.043478261,0.035714286,9,7,3,2,3,2,6,5,2,1,1,1
2671,maggie,regina,0.166666667,0.166666667,0.555555556,0.555555556,0.666666667,0.555555556,0.555555556,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.2,0.2,0.2,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2,0.2,0.2,0,0,0,0.333333333,0.333333333,0.333333333,0.142857143,0.142857143,0.142857143,0,0,0,0.129032258,0.129032258,0.129032258,0.095238095,0.095238095,0.095238095,0.5,0.5,0.5,0.5,0.333333333,0.5,0.541666679,0.530864212,0.55833336,0.688888907,0.714285731,0.666666687,0.738095275,0.694444463,0.5,0,0,0,6,6,1,3,3,3,3,3,0,0,0,-2
